id,question,answer,link
1062,"Trẻ 5 tuổi thiếu canxi, thỉnh thoảng bị đau đầu và nôn có nguy hiểm không?",Nếu trẻ đau đầu và nôn thì em nên đưa bé đến để bác sĩ khám và theo dõi xem có nguyên nhân gì khác ngoài tình trạng bị táo bón và thiếu canxi không.,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-5-tuoi-thieu-canxi-thinh-thoang-bi-dau-dau-va-non-co-nguy-hiem-khong/
1063,Số lượng bạch cầu Monocyte 0.56 ảnh hưởng đến sức khỏe không? Có cần đi kiểm tra lại?,"Xét nghiệm của bạn là xét nghiệm tổng phân tích tế bào máu ngoại vi. Mỗi thông số trong phiếu xét nghiệm đều có khoảng tham chiếu riêng, khoảng tham chiếu này còn phụ thuộc vào tuổi, giới và từng phòng xét nghiệm. Bạch cầu monocyte là một loại bạch cầu, số lượng được gọi là tăng khi ≥ 1 G/L, gặp trong các bệnh nhiễm khuẩn mạn, bệnh tăng bạch cầu đơn nhân. . . Số lượng bạch cầu monocyte của bạn 0, 56G/L là trong giới hạn bình thường.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/so-luong-bach-cau-monocyte-056-anh-huong-den-suc-khoe-khong-co-can-di-kiem-tra-lai/
1064,Dùng thuốc gì điều trị mày đay?,"Mày đay cấp là phản ứng của hệ miễn dịch với tác nhân lạ của cơ thể, tăng men gan có thể là dấu hiệu chỉ điểm giúp định hướng nguyên nhân gây dị ứng (ví dụ như nhiễm sán lá gan) hoặc có liên quan đến việc dùng thuốc điều trị dị ứng trước đó. Hơn nữa, nếu tình trạng mày đay của bạn nặng hơn về chiều tối và sáng sớm, cần loại trừ các nguyên nhân gây dị ứng trong nhà: Bọ nhà, nấm mốc, gián, kiến (bạn thể thể làm test da hoặc xét nghiệm máu tìm IgE đặc hiệu để biết thêm về nguyên nhân). Điều trị mày đay bao gồm: Giảm triệu chứng (kháng Histamin, có thể cân nhắc Corticoid ngắn ngày), điều trị và phòng tránh nguyên nhân nếu có.Bạn có thể thăm khám bác sĩ chuyên khoa Dị ứng để được tư vấn cụ thể.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/dung-thuoc-gi-dieu-tri-may-day/
1065,Nội soi tiêu hóa là gì?,"Nội soi tiêu hóa là phương pháp trực tiếp ống tiêu hóa, bằng ống mềm đầu có gắn cameraNội soi dạ dày: Đưa ống nghiệm nội soi qua đường miệng để thăm khám thực quản, dạ dày và đoạn đầu ruột nonNội soi đại tràng: Đưa ống nội soi qua hậu môn, vào trực tràng - đại tràng và kết thúc ở manh tràngBác sĩ có thể quan sát niêm mạc đường tiêu hóa, phát hiện những tổn thương: U, polyp, viêm loét. . . Bạn có thể thực hiện việc nội soi tiêu hóa tại các phòng khám, bệnh viện thuộc Hệ thống Y tế Vinmec. Sau khi nội soi, bác sĩ sẽ đánh giá và có những tư vấn cụ thể cho bạn về tình trạng sức khỏe.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/hoi-dap-noi-soi-tieu-hoa-la-gi/
1066,Vì sao viêm màng não lại là loại bệnh nguy hiểm nhất?,"Các bệnh viêm màng não đều là bệnh nguy hiểm, trong đó viêm màng não do não mô cầu dễ gây thành dịch, có những thể bệnh kịch phát rất nặng, tỷ lệ tử vong cao. Viêm màng não do phế cầu thường để lại những di chứng nặng nề. Các viêm màng não do virus gây nên thường ít để lại di chứng.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/-vi-sao-viem-mang-nao-lai-la-loai-benh-nguy-hiem-nhat/
1067,Đau ngực giữa là dấu hiệu của bệnh gì?,"Bạn mới 19 tuổi, có triệu chứng đau ngực, kèm theo ho khạc đờm và hít thở sâu đau thì có thể do bệnh lý ở phế quản phổi. Viêm phế quản gây ứ đọng chất dịch bên trong những phế nang, làm suy yếu chức năng phổi, gây ra những vấn đề về hô hấp. Khi các phế quản bị viêm sẽ dẫn đến tổn thương lớp tế bào phủ mặt bên trong lòng ống phế quản, phù nề tổ chức dưới niêm mạc, gây co thắt các cơ trơn dưới lớp mô này và tiết dịch vào lòng ống phế quản dẫn đến hiện tượng như khò khè có đờm, ho,... Bạn cần đến khám với bác sĩ chuyên khoa hô hấp để được chụp phổi, xét nghiệm máu, chẩn đoán bệnh và có phương pháp điều trị thích hợp.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/dau-nguc-giua-la-dau-hieu-cua-benh-gi/
1068,"Em thường lo lắng sẽ dẫn đến khó thở, như tiêm gây tê để mổ sinh em cứ run và lạnh. Gây tê tiểu phẫu răng cũng bị run người. Vậy có nên tiêm vaccine Covid-19 không? hàng năm em vẫn tiêm vaccine cúm bình thường.","Chị có biểu hiện lo lắng thì sẽ có biểu hiện khó thở ngoài ra khi sử dụng thuốc gây tê sẻ có biểu hiện run người và lạnh người. Chị có thể tiêm phòng vaccine Covid-19, tuy nhiên để đảm bảo an toàn về sức khỏe Chị sẽ khám sàng lọc và tiêm tại các điểm tiêm khối bệnh viện.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p60
1069,Bệnh tật nhãn cầu nhỏ và mắt chậm phát triển có điều trị được không?,"Tật nhãn cầu nhỏ thường có liên quan đến gen. Hiện nay chưa có phương pháp nào có thể điều trị được tật thiếu nhãn cầu hoặc mắt nhỏ để tạo ra một con mắt mới hoặc phục hồi thị lực. Tuy nhiên, những trường hợp mức độ nhẹ có thể được cải thiện khi áp dụng các phương pháp điều trị nội và ngoại khoa, giúp cải thiện thẩm mỹ.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/benh-tat-nhan-cau-nho-va-mat-cham-phat-trien-co-dieu-tri-duoc-khong/
1070,Tôi hay bị trào ngược thực quản gây ra viêm họng và viêm phế quản. Tôi có thể tiêm vaccine được không?,"Viêm họng cấp hay viêm phế quản cấp chỉ cần điều trị ổn định khỏi bệnh là có thể tiêm phòng được vaccine Covid-19. Đối với các trường hợp có bệnh lý nền mạn tính, bệnh cần ổn định trong vòng 3 tháng để được tiêm vaccine Covid-19.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p84
1071,"Hiện tại vaccine Covid-19 đang được ưu tiên cho tuyến đầu, dự trù đến bao giờ các cá nhân có thể tiêm? Thứ tự ưu tiên sẽ như thế nào? Có thể trả phí để tiêm vaccine hoặc đăng ký tiêm vaccine ở đâu không? Nhờ PGS.TS Trần Đắc Phu giải đáp giúp tôi.","Việt Nam đang thực hiện tiêm chủng theo Nghị quyết 21. Theo đó, sẽ tiêm chủng cho 11 đối tượng ưu tiên. Nhưng vừa qua dịch ở Bắc Giang và Bắc Ninh xảy ra ở khu vực có nhiều công nhân. Công nhân là đối tượng có nguy cơ lây nhiễm cao, nếu chúng ta không tiêm cho công nhân thì có thể sẽ lây ra khu công nghiệp, nếu vậy thì việc chống dịch rất vất vả. Kèm theo đó là nguy cơ ảnh hưởng tới các chuỗi cung ứng vật liệu, cung ứng các sản phẩm xuyên quốc gia. Ở nơi nào có nguy cơ cao, chúng ta sẽ ưu tiên tiêm ở đó. Đối tượng có nguy cơ phải gắn liền với địa bàn có nguy cơ cao, ví dụ như Hà Nội, TP HCM, Bắc Giang, Bắc Ninh. Mặc dù có những đối tượng nguy cơ cao nhưng ở địa bàn chưa có nguy cơ cao thì sẽ chưa tiêm cho những đối tượng đó. Chúng ta đặt mục tiêu tiêm đạt miễn dịch công đồng, nghĩa là phải đạt khoảng 75% dân số.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p121
1072,Bị viêm lợi thể nặng nên dùng thuốc gì?,"Nguyên nhân gây viêm lợi là do có cao răng (vôi răng) và mảng bám trên mặt răng sát lợi gây kích thích làm lợi bị viêm. Trong trường hợp này bạn nên đặt lịch hẹn với bác sĩ để lấy cao răng, loại bỏ nguyên nhân gây viêm tại chỗ. Theo đó, tùy từng kết quả thăm khám mà bác sĩ sẽ tư vấn giúp bạn loại thuốc điều trị thích hợp.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/bi-viem-loi-nang-nen-dung-thuoc-gi/
1073,"Đau râm ran bụng dưới, nước tiểu nóng có vấn đề gì không?","Bác sĩ khuyên em nên khám chuyên khoa nội tiết niệu, cần thiết để siêu âm hệ tiết niệu xem có sỏi không, viêm bàng quang không, xét nghiệm máu, nước tiểu để xem có tình trạng viêm đường tiết niệu không để có hướng điều trị. Ở nữ thì nguyên nhân viêm đường tiết niệu thấp là hay gặp. Nếu phát hiện bệnh điều trị sớm thì kết quả tốt.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/dau-ram-ran-bung-duoi-nuoc-tieu-nong-co-van-de-gi-khong/
1074,Việt Nam đã nhận được vaccine chống Covid-19 của hãng Trung Quốc. Tôi muốn được tiêm vaccine của Trung Quốc này để được về thăm gia đình. Tôi có thể đăng ký tiêm vaccine Trung Quốc ở đâu tại Việt Nam?,"Hiện nay, Việt Nam đang tiến hành tiêm chủng vaccine AstraZeneca (Vương quốc Anh) cho các đối tượng, địa bàn ưu tiên theo hướng dẫn chỉ đạo của Chính phủ và Bộ Y tế, riêng với vaccine Sinopharm (Trung Quốc), bạn vui lòng liên hệ với chính quyền địa phương hoặc cơ sở y tế gần nhất để biết thông tin chi tiết.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p47
1075,"Đánh giá kết quả điều trị bệnh tuyến giáp tirads 3, tirads 4","Trường hợp của em đã được bác sĩ khám, siêu âm tuyến giáp và đã chọc sinh thiết làm giải phẫu bệnh kết quả lành tính. Như vậy em cũng yên tâm, không cần điều trị thuốc, chỉ theo dõi siêu âm mỗi 3- 6 tháng.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/danh-gia-ket-qua-dieu-tri-benh-tuyen-giap-tirads-3-tirads-4/
1076,"Em có tiền sử bị lao hạch cách đây 20 năm, em cũng bị dị ứng với cafe, bột ngọt, hoá chất.","Đối với trường hợp anh bị lao hạch đã điều trị khỏi 20 năm nay không còn đáng ngại. Tuy nhiên việc dị ứng cafe, bột ngọt, hoá chất nếu đã từng phải nhập viện chẩn đoán phản vệ từ độ 2 trở lên, anh sẽ chống chỉ định tiêm vaccine Covid-19. Nếu các dị ừng mức độ nhẹ, anh có thể tiêm tại bệnh viện hoặc cơ sở đủ năng lực hồi sức cấp cứu ban đầu.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p46
1077,Trẻ đau bụng quanh rốn uống thuốc không khỏi nên làm gì?,"Với tình trạng trẻ đau bụng từ 5 tuổi đến 8 tuổi là 1 thời gian không ngắn. Bé có sốt, sụt cân hay đi cầu bất thường khi đau bụng? Tốt nhất bạn nên đưa bé đi khám và kiểm tra xem có vấn đề về bệnh lý hay do tâm lý.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-dau-bung-quanh-ron-uong-thuoc-khong-khoi-nen-lam-gi/
1078,"Vợ chồng tôi kết hôn được năm năm, đã làm IVF ba lần đều không nuôi được phôi ngày năm, chuyển phôi ngày ba lần thứ ba cũng không được. Chồng tôi đã xét nghiệm phân mảnh tinh trùng, kết quả 15,06%. Tôi bình thường. Bây giờ, tôi hoang mang không biết lý do tại sao và phương pháp hỗ trợ như thế nào nếu tiếp tục làm IVF?","Thất bại sau chu kỳ thụ tinh ống nghiệm là trải nghiệm tồi tệ cho cả bệnh nhân và bác sĩ. Tại IVF Tâm Anh chúng tôi không tiến hành làm IVF thường quy ở các bệnh nhân có tiền sử IVF nhiều lần thất bại, mà thay vào đó sẽ đi tìm nguyên nhân (nếu có thể). Có rất nhiều nguyên nhân có thể dẫn đến thất bại sau IVF như bất thường nhiễm sắc thể phôi, bất thường niêm mạc tử cung, ứ dịch vòi tử cung, suy buồng trứng. .",https://vnexpress.net/tu-van-vo-sinh-hiem-muon-vo-sinh-khong-vo-vong-p3
1079,"Tại sao có lúc mắt bị lác, lúc lại không bị? Có thể kiểm soát mắt không lác không?","Trường hợp mắt lác của bạn là lác ẩn, có nhiều nguyên nhân gây ra bệnh. Để điều trị lác ẩn có thể áp dụng các phương pháp khác nhau tùy theo nguyên nhân và mức độ lác như: Sử dụng kính, lăng kính, máy tập mắt. , . . .",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tai-sao-co-luc-mat-bi-lac-luc-lai-khong-bi-co-kiem-soat-mat-khong-lac-khong/
1080,"Cháu mới sinh em bé được 7 tháng có tiêm được vaccine Covid-19 không ạ? Nếu có tiêm được, cháu nên chọn tiêm vaccine của hãng nào ạ?","Hiện tại, Bộ Y tế đang quy định tạm hoãn tiêm vaccine Covid-19 Astrazeneca cho đối tượng là phụ nữ mang thai và cho con bú. Do vậy, chị có thể tiêm vaccine Covid-19 trước khi mang thai và hiện tại không có nghiên cứ nào về việc ảnh hưởng sau khi tiêm vaccine Covid-19 gây ảnh hưởng đến thai nhi.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p115
1081,"Tôi có thể đăng ký vaccine Covid-19 ở đâu? Loại vaccine nào tốt và an toàn nhất thời điểm này, sau khi mua thành công thì bao lâu tôi được chích?","Hiện tại vaccine Covid-19 AstraZeneca đang được ưu tiên cho lực lượng tuyến đầu chống dịch là các bác sĩ, nhân viên y tế, người dân đang sống trong vùng dịch theo nghị định số 21 của Chính phủ. Đối với những đối tượng ngoài chính sách này, chúng ta phải chờ thêm quyết định của Chính phủ ban hành tiếp theo. Trong thời gian này khuyến cáo người dân cần thực hiện nghiêm túc, chấp hành quy định của địa phương, thực hiện thông điệp 5K để bảo vệ bản thân và những người xung quanh. Trong tình hình dịch bệnh Covid-19 diễn biến rất phức tạp, anh/chị nên tiêm vaccine sớm nhất khi có thể và hiện tại tất cả các loại vaccine Covid-19 được nhà nước cấp phép tiêm chủng đều an toàn và phòng bệnh có hiệu quả.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p30
1082,Trẻ xét nghiệm TSH chỉ số bình thường nhưng kết quả xét nghiệm máu bất thường có bị bệnh suy giáp hay không?,"Kết quả xét nghiệm các hormon của trẻ sơ sinh đôi khi vẫn còn ảnh hưởng bởi hormone của mẹ, chỉ số kết quả xét nghiệm bình thường thay đổi theo từng Labo. Vì thế các trường hợp bé nhà bạn làm xét nghiệm có nghi ngờ mắc bệnh thì bạn nên tái khám với bác sĩ Nội tiết Nhi sau 1 -2 để có kết quả chẩn đoán xác định. Một số rất ít trẻ bị suy giáp bẩm sinh nếu được điều trị sớm sẽ có kết quả tốt như trẻ bình thường nên mẹ không nên quá lo lắng.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-xet-nghiem-tsh-chi-so-binh-thuong-nhung-ket-qua-xet-nghiem-mau-bat-thuong-co-bi-benh-suy-giap-hay-khong/
1083,Nữ giới răng lung lay nên làm gì?,"Theo như bạn mô tả thì chiếc răng này có thể đã bị gãy thân răng do bị té. Bạn cần đến bệnh viện để bác sĩ khám, chụp phim xác định chính xác để xử trí dứt điểm, có thể nhổ răng và làm phục hình lại.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/nu-gioi-rang-lung-lay-nen-lam-gi/
1084,Tôi 43 tuổi bị dị ứng cơ địa đến nay hay bị dị ứng theo thời tiết vậy có tiêm phòng được vaccine Covid 19 không?,"Theo anh chia sẻ, anh bị dị ứng cơ địa, chúng tôi không biết mức độ dị ứng đó có phải nhập viện cấp cứu hay chỉ bị nổi mẩn trên da rồi tự hết. Có 2 trường hợp để anh biết mình có thể tiêm được vaccine Covid-19 hay không gồm: - Nếu trường hợp anh dị ứng kháng sinh mà có khó thở, có tím tái phải nhập viện thì trường hợp này chống chỉ định tiêm vaccine Covid-19 theo hướng dẫn của Bộ Y tế. - Nếu anh chỉ bị nổi mẩn đỏ ít trên da, không cần điều trị, tự hết thì vẫn có thể tiêm vaccine Covid-19. Tuy nhiên anh cần tiêm tại bệnh viện hoặc các cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p61
1085,"Nuốt nghẹn, ho có đờm sau ăn là biểu hiện của bệnh gì?","Triệu chứng nuốt vướng, nuốt nghẹn rất thường gặp vùng họng. Nếu không đau, không sốt, ăn uống bình thường thì không cần quá lo lắng. Nếu nuốt nghẹn tăng lên, ứ đọng đờm nhiều, ăn uống khó, sưng vùng cổ thì anh đến khoa Tai mũi họng để nội soi kiểm tra. Trong khi chưa đến được anh có thể uống nhiều nước ấm hàng ngày, tránh rượu bia, thuốc lá. Nếu ho có đờm nhiều có thể uống thêm các thuốc long đờm như Acemuc, Bisolvon. Ngoài ra uống nước ấm pha với 1 ít mật ong hoặc trà gừng cũng làm giảm đờm ở cổ họng.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/nuot-nghen-ho-co-dom-sau-la-bieu-hien-cua-benh-gi/
1086,"Em bị huyết áp, tiểu đường, mỡ máu, đang uống thuốc điều trị. Em có được tiêm vaccine Covid-19 không thưa bác sĩ?","Các bệnh về huyết áp, đái tháo đường hay mỡ máu đều là bệnh lý mạn tính. Nếu anh dùng thuốc điều trị ổn định trong vòng 3 tháng, các chỉ số trong giới hạn cho phép, khi đó, anh có thể đi chích ngừa vaccine Covid-19 bình thường được.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p115
1087,Có cần làm thêm xét nghiệm và có cách nào để hạn chế tần suất xuất hiện cơn co giật không?,"Bệnh động kinh có khoảng 80% là không tìm được nguyên nhân. Tuy vậy bạn vẫn nên chụp cộng hưởng từ não, mạch não cho con để tìm nguyên nhân.Việc cắt cơn động kinh phụ thuộc vào điều trị nguyên nhân và việc điều trị đúng thuốc và đủ liều cho bé. Trường hợp con bạn còn cơn giật thì thuốc đang điều trị của con bạn chưa đạt kết quả. Bạn nên khám lại bác sĩ Thần kinh để điều chỉnh lại liều thuốc, hoặc đổi thuốc hoặc kết hợp thêm với một thuốc khác.Mục tiêu điều trị động kinh là phải không còn cơn giật trên lâm sàng và không còn sóng động kinh trên bản điện não. Thời gian điều trị kéo dài liên tục từ 2 đến 5 năm, thậm chí suốt đời, sẽ tùy thuộc vào sự đáp ứng của bé với thuốc bạn nhé.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/co-can-lam-them-xet-nghiem-va-co-cach-nao-de-han-che-tan-suat-xuat-hien-con-co-giat-khongtan-suat-xuat-hien-con-co-giat-khong/
1088,Điều trị vảy nến da đầu khoảng bao lâu?,"Bệnh vảy nến: Là một bệnh mạn tính, tiến triển từng đợt, dai dẳng, căn nguyên hiện chưa rõ. Bệnh thường gặp ở Việt Nam và trên thế giới. Hình thái lâm sàng của bệnh khá đa dạng, ngoài tổn thương da còn có tổn thương niêm mạc, tổn thương móng và tổn thương khớp,...Điều trị bệnh được chia làm hai giai đoạn:Giai đoạn tấn công có thể phối hợp các phương pháp điều trị tại chỗ và toàn thân nhằm làm sạch các thương tổn.Điều trị duy trì: Mục đích tránh bùng phát bệnh. Tư vấn cho người bệnh hiểu về bệnh vảy nến để tuân thủ điều trị của bác sĩ, thực hiện chế độ sinh hoạt điều độ, tránh các yếu tố gây bùng phát bệnh như chấn thương, nhiễm khuẩn hoặc sử dụng thuốc không rõ nguồn gốc,...Hiện nay, chưa có thuốc điều trị đặc hiệu để chữa khỏi hoàn toàn bệnh vảy nến. Nếu phối hợp các phương pháp điều trị có thể duy trì sự ổn định tránh bùng phát các đợt bệnh, nhằm cải thiện chất lượng cuộc sống của người bệnh.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/dieu-tri-vay-nen-da-dau-khoang-bao-lau/
1089,Vì sao răng bị nứt,"Nguyên nhân nứt răng thường là do chấn thương (Cắn vào vật cứng, tai nạn. . . ). Do thói quen nghiến răng hoặc do thói quen chỉ nhai vào 1 vùng răng nhất định khiến các răng đó bị quá tải lực. Nứt thường gây ê buốt răng. Ngoài ra có một số triệu chứng giống với nứt răng em cần phân biệt: Có những vạch đậm màu trên men răng do răng nhiễm fluor, răng bị ảnh hưởng bởi kháng sinh. Răng bị mòn cổ do sai khớp cắn. .",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/vi-sao-rang-bi-nut/
1090,Tắc tuyến lệ ở trẻ nhỏ 3 tuổi nên điều trị thế nào?,"Cháu bé 3 tuổi, bị sưng mắt bên phải, khám và điều trị không đỡ, nay lan sang mắt trái. Như vậy việc điều trị bệnh tắc tuyến lệ ở trẻ nhỏ chưa hiệu quả. Em cần đưa cháu đến cơ sở y tế có chuyên khoa mắt hoặc bệnh viện thuộc Hệ thống Y tế Vinmec để khám và điều trị theo sự tư vấn và bác sĩ chuyên môn. Tránh để lâu sẽ gây nên các vấn đề bất thường ở mắt.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/-tac-tuyen-le-o-tre-nho-3-tuoi-nen-dieu-tri-the-nao/
1091,Sỏi tiết niệu có kích thước lớn có để lại biến chứng nguy hiểm gì không?,"Khi sỏi di chuyển sẽ cọ sát vào lòng đường niệu khiến phù nề đường niệu, chảy máu, tiểu máu và tạo điều kiện thuận lợi cho vi khuẩn xâm nhập dẫn đến tình trạng nhiễm trùng đường tiết niệu. Cụ thể, sỏi kẹt ở vị trí niệu quản sẽ gây ra cơn đau quặn thận và lan xuống vùng bẹn bìu, sỏi kẹt ở bàng quang khiến tiểu ngắt quãng, tiểu khó, tiểu đêm nhiều lần, sỏi kẹt ở niệu đạo gây bí tiểu gấp. Ngoài ra, sỏi đường tiết niệu có thể gây ra ảnh hưởng tới chức năng thận và gây suy thận cho bệnh nhân nếu phát hiện trễ. Vì vậy sỏi tiết niệu được can thiệp sớm, điều trị sớm sẽ không gây ra những biến chứng nguy hiểm và không ảnh hưởng tới chức năng của cơ thể. Bên cạnh đó, sỏi tiết niệu có kích thước lớn gây ra tình trạng ứ nước tại thận làm cho chức năng của thận bị suy giảm, thận không hoạt động tốt như trước. Sau thời gian thận ứ nước quá lâu có thể dẫn đến hỏng thận - đây được coi là một trong những biến chứng của sỏi tiết niệu.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/-y-nghia-cua-dieu-tri-soi-tiet-nieu-kip-thoi-va-dung-luc-la-gi-va-soi-tiet-nieu-co-kich-thuoc-lon-co-de-lai-bien-chung-khong/
1092,"Tôi năm nay 32 tuổi, đang uống thuốc viêm gan B, đã điều trị hơn 5 năm, men gan bình thường. Tôi đang điều trị rối loạn lo âu đã hơn một năm, đang giảm liều để bỏ thuốc. Xin cho hỏi, tôi có thể tiêm vaccine không?",Hiện bạn đang điều trị bệnh lý viêm gan B và rối loạn lo âu nhưng nếu tình trạnh bệnh của bạn đã ổn định trên 3 tháng hoàn toàn có thể tiêm chủng vaccine Covid- 19. Tình trạng ổn định ở đây được hiểu là bệnh không cần thay đổi điều trị đáng kể hoặc nhập viện vì bệnh lý nặng hơn.,https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p78
1093,Tiêm 2 mũi vắc-xin 6 trong 1 gần nhau có nguy hiểm không?,"Theo lịch tiêm chủng quốc gia: Trẻ sẽ được tiêm 3 mũi 6 in 1 (hoặc 5 in 1 kèm theo uống bại liệt hoặc viêm gan B tùy theo 5 in 1 là loại nào) từ khi trẻ được 2 tháng tuổi, mỗi mũi cách nhau 1 tháng và xen kẽ giữa các lần tiêm 6 in 1 có thể tiêm phòng phế cầu (cách 14 ngày). Cha mẹ bé có lo lắng là bé được tiêm mũi 6 in 1 của tháng sau vào tháng này nhưng không nêu rõ mũi 6 in 1 gần nhất của bé là được tiêm từ bao giờ. Nếu khoảng cách với mũi trước đã đủ 28 ngày thì hoàn toàn bình thường. Nếu chưa đủ 28 ngày thì có thể theo dõi phản ứng của bé sau tiêm. . Và tính mũi tiêm gần nhất của bé là mũi 1 (Nếu bé đã tiêm 2 mũi gần nhau, không tính mũi tiêm trước đó), sau ít nhất 28 ngày kể từ khi tiêm mũi 2 bé sẽ được tiêm mũi tiếp theo cho đủ liệu trình.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tiem-2-mui-vac-xin-6-trong-1-gan-nhau-co-nguy-hiem-khong/
1094,"Cha tôi năm nay 59 tuổi, đã mắc bệnh bạch cầu mãn dòng tuỷ 12 năm, đang điều trị ổn định. Vậy cha tôi có thể chích vaccine Covid-19 của AstraZeneca không?","Bố của bạn hiện có bệnh nền mãn tính 12 năm đang điều trị ổn định thì vẫn tiêm vaccine Covid-19 được. Tuy nhiên, cần lưu ý là trong vòng 3 tháng trước thời điểm tiêm vaccine bệnh lý nền không cần phải thay đổi điều trị đáng kể hoặc phải nhập viện vì bệnh lý nặng hơn. Khi đi tiêm vaccine cần cung cấp hồ sơ, các loại giấy tờ liên quan đến bệnh lý cho bác sĩ khám sàng lọc có thể đưa ra những chỉ định tiêm chủng chính xác nhất.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p20
1095,Cần làm gì khi tình trạng đau răng lan đến cổ và đầu?,Với trường hợp này bạn cần đến khám tại các cơ sở y tế chuyên khoa Răng - Hàm - Mặt để bác sĩ chẩn đoán và điều trị cho bạn nhé.,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/can-lam-gi-khi-tinh-trang-dau-rang-lan-den-co-va-dau/
1096,Có nên phẫu thuật tràn khí màng phổi khi đang điều trị bệnh lao không?,"Đối với tràn khí màng phổi, phẫu thuật đặt ra để loại bỏ các tổn thương có nguy cơ gây tràn khí màng phổi như: kén khí, bóng khí nhỏ và dự phòng tái phát. Nếu bác sĩ phẫu thuật có chỉ định thì bạn nên đến khám để phẫu thuật theo hẹn. Trong các trường hợp lao phổi tiến triển thì việc phẫu thuật phổi có thể có rủi ro biến chứng. Bạn đã điều trị lao 8 tháng, bạn nên tham khảo bác sĩ điều trị lao cho bạn về tình trạng lao phổi (đã ổn định chưa, có cần dùng thuốc không) và được các bác sĩ hội chẩn để tìm ra phương án tốt nhất.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/co-nen-phau-thuat-tran-khi-mang-phoi-khi-dang-dieu-tri-benh-lao-khong/
1097,"Tôi bị viêm gan B mãn tính, xét nghiệm định kỳ 6 tháng một lần men gan bình thường, lượng virurs hơi cao, có tiêm được vaccine không. Nếu được tiêm thì tiêm ở Viện pasteur TP HCM có an toàn để cấp cứu ban đầu không?","Theo quyết định 2995/QĐ-BYT hướng dẫn về khám sàng lọc trước tiêm chủng vacicne Covid-19 trường hợp viêm gan B mạn tính của bạn cần được điều trị ổn định tối thiểu 3 tháng đủ điều kiện tiêm phòng vaccine Covid-19. Để bạn bảo an toàn, bạn nên tiến hành tiêm chủng tại khối bệnh viện hoặc cơ sở năng lực hồi sức cấp cứu ban đầu.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p42
